EMP_ID,EMP_NM,EMAIL,HIRE_DT,JOB_TITLE,SALARY,DEPARTMENT,MANAGER,START_DT,END_DT,LOCATION,ADDRESS,CITY,STATE,EDUCATION LEVEL
E61947,Charles Wirry,Charles.Wirry@TechCorp.com,3/4/10,Sales Rep,212353,Sales,Jennifer De La Garza,3/4/10,,Midwest,1300 Nicollet Mall,Minnapolis,MN,Bachelors Degree
E65052,Leobrian Mason,Leobrian.Mason@TechCorp.com,9/15/95,Sales Rep,103346,Sales,Jennifer De La Garza,9/15/95,,Midwest,1300 Nicollet Mall,Minnapolis,MN,Bachelors Degree
E68807,Wes Tappan,Wes.Tappan@TechCorp.com,11/10/10,Sales Rep,175879,Sales,Jennifer De La Garza,11/10/10,,Midwest,1300 Nicollet Mall,Minnapolis,MN,Bachelors Degree
E70374,Norman Guerrero,Norman.Guerrero@TechCorp.com,8/19/07,Sales Rep,123946,Sales,Jennifer De La Garza,8/19/07,,Midwest,1300 Nicollet Mall,Minnapolis,MN,Bachelors Degree
E70603,Soek Sohn,Soek.Sohn@TechCorp.com,7/6/06,Sales Rep,89696,Sales,Jennifer De La Garza,7/6/06,,Midwest,1300 Nicollet Mall,Minnapolis,MN,Bachelors Degree
E72436,Eileen Chuss,Eileen.Chuss@TechCorp.com,5/11/13,Sales Rep,134130,Sales,Jennifer De La Garza,5/11/13,,South,422 Broadway,Nashville,TN,Bachelors Degree
E74490,Alejandro Scannapieco,Alejandro.Scannapieco@TechCorp.com,5/22/99,Sales Rep,196226,Sales,Jennifer De La Garza,5/22/99,,South,422 Broadway,Nashville,TN,Bachelors Degree
E87230,Sara Erwin,Sara.Erwin@TechCorp.com,11/10/14,Sales Rep,144637,Sales,Jennifer De La Garza,11/10/14,,South,422 Broadway,Nashville,TN,Bachelors Degree
E87370,Misha Tsidulko,Misha.Tsidulko@TechCorp.com,11/18/13,Sales Rep,105960,Sales,Jennifer De La Garza,11/18/13,,West Coast,705 James Way,San Francisco,CA,Bachelors Degree
E88864,Susan Woodruff,Susan.Woodruff@TechCorp.com,11/15/08,Sales Rep,209418,Sales,Jennifer De La Garza,11/15/08,,West Coast,705 James Way,San Francisco,CA,Bachelors Degree
E90222,Yawer Ali,Yawer.Ali@TechCorp.com,11/1/16,Sales Rep,158549,Sales,Jennifer De La Garza,11/1/16,,East Coast,165 Broadway,New York City,NY,Bachelors Degree
E93715,Charles Barker,Charles.Barker@TechCorp.com,4/29/98,Sales Rep,196650,Sales,Jennifer De La Garza,4/29/98,,East Coast,165 Broadway,New York City,NY,Bachelors Degree
E98559,Max Yish,Max.Yish@TechCorp.com,11/11/06,Sales Rep,101957,Sales,Jennifer De La Garza,11/11/06,,East Coast,165 Broadway,New York City,NY,Bachelors Degree
E13085,Susan Cole ,Susan.Cole @TechCorp.com,5/1/17,Shipping and Receiving,27811,Distribution,Allison Gentle,5/1/17,,East Coast,165 Broadway,New York City,NY,Bachelors Degree
E14737,Juan Cosme,Juan.Cosme@TechCorp.com,7/22/12,Shipping and Receiving,26050,Distribution,Allison Gentle,7/22/12,,East Coast,165 Broadway,New York City,NY,Masters Degree
E15267,Shanteel Jackson,Shanteel.Jackson@TechCorp.com,2/22/98,Shipping and Receiving,40806,Distribution,Allison Gentle,2/22/98,,East Coast,165 Broadway,New York City,NY,No College
E31931,Leo Manhanga,Leo.Manhanga@TechCorp.com,9/26/13,Shipping and Receiving,38206,Distribution,Allison Gentle,9/26/13,,Midwest,1300 Nicollet Mall,Minnapolis,MN,Some College
E36988,Michelle Zietz,Michelle.Zietz@TechCorp.com,10/31/15,Shipping and Receiving,48680,Distribution,Allison Gentle,10/31/15,,Midwest,1300 Nicollet Mall,Minnapolis,MN,Associates Degree
E45405,Prashant Sharma,Prashant.Sharma@TechCorp.com,9/6/00,Shipping and Receiving,40083,Distribution,Allison Gentle,9/6/00,,East Coast,165 Broadway,New York City,NY,No College
E49459,Courtney Newman,Courtney.Newman@TechCorp.com,3/28/20,Shipping and Receiving,42145,Distribution,Allison Gentle,3/28/20,,East Coast,165 Broadway,New York City,NY,Some College
E52489,Kelly Price,Kelly.Price@TechCorp.com,12/5/02,Shipping and Receiving,27045,Distribution,Allison Gentle,12/5/02,,East Coast,165 Broadway,New York City,NY,Associates Degree
E53895,Kumar Durairaj,Kumar.Durairaj@TechCorp.com,10/27/14,Shipping and Receiving,28700,Distribution,Allison Gentle,10/27/14,,West Coast,705 James Way,San Francisco,CA,No College
E55880,Alex Warring,Alex.Warring@TechCorp.com,7/18/95,Shipping and Receiving,43410,Distribution,Allison Gentle,7/18/95,,West Coast,705 James Way,San Francisco,CA,Some College
E69297,Nilden Tutalar,Nilden.Tutalar@TechCorp.com,3/21/13,Shipping and Receiving,31349,Distribution,Allison Gentle,3/21/13,,West Coast,705 James Way,San Francisco,CA,Associates Degree
E71128,Stan Frank,Stan.Frank@TechCorp.com,1/28/98,Shipping and Receiving,48749,Distribution,Allison Gentle,1/28/98,,South,422 Broadway,Nashville,TN,No College
E86238,Raymond Dorset,Raymond.Dorset@TechCorp.com,4/21/12,Shipping and Receiving,30081,Distribution,Allison Gentle,4/21/12,,South,422 Broadway,Nashville,TN,Some College
E90435,Russell Morales,Russell.Morales@TechCorp.com,2/20/17,Shipping and Receiving,52933,Distribution,Allison Gentle,2/20/17,,South,422 Broadway,Nashville,TN,Associates Degree
E95190,Christina Roth,Christina.Roth@TechCorp.com,4/26/16,Shipping and Receiving,51407,Distribution,Allison Gentle,4/26/16,,South,422 Broadway,Nashville,TN,Bachelors Degree
E15292,Melinda Fisher,Melinda.Fisher@TechCorp.com,2/6/11,Software Engineer,117958,IT,Jacob Lauber,2/6/11,,HQ,1 Tech ABC Corp Way,Dallas,TX,Bachelors Degree
E20848,Edward Eslser,Edward.Eslser@TechCorp.com,7/26/06,Software Engineer,83732,IT,Jacob Lauber,7/26/06,,HQ,1 Tech ABC Corp Way,Dallas,TX,Bachelors Degree
E23295,Lori Scatchard,Lori.Scatchard@TechCorp.com,5/8/04,Software Engineer,118941,IT,Jacob Lauber,5/8/04,,Midwest,1300 Nicollet Mall,Minnapolis,MN,Masters Degree
E23590,Dennis Wooten,Dennis.Wooten@TechCorp.com,4/6/13,Software Engineer,101850,IT,Jacob Lauber,4/6/13,,Midwest,1300 Nicollet Mall,Minnapolis,MN,Masters Degree
E35856,Beth Sepkowski,Beth.Sepkowski@TechCorp.com,5/3/17,Software Engineer,99864,IT,Jacob Lauber,5/3/17,,West Coast,705 James Way,San Francisco,CA,Masters Degree
E40432,April Briggs,April.Briggs@TechCorp.com,1/30/10,Software Engineer,130129,IT,Jacob Lauber,1/30/10,,East Coast,165 Broadway,New York City,NY,Masters Degree
E64494,Patricia DuBois,Patricia.DuBois@TechCorp.com,5/11/07,Software Engineer,140024,IT,Jacob Lauber,5/11/07,,South,422 Broadway,Nashville,TN,Doctorate
E64920,Mary Wesson,Mary.Wesson@TechCorp.com,5/11/19,Software Engineer,153717,IT,Jacob Lauber,5/11/19,,South,422 Broadway,Nashville,TN,Doctorate
E75344,Michael Kapper,Michael.Kapper@TechCorp.com,3/20/09,Software Engineer,135656,IT,Jacob Lauber,3/20/09,,South,422 Broadway,Nashville,TN,Masters of Business Administration
E82137,Arup Das,Arup.Das@TechCorp.com,10/4/06,Software Engineer,97040,IT,Jacob Lauber,10/4/06,,East Coast,165 Broadway,New York City,NY,Masters of Business Administration
E84122,Congkhanh Nguyen,Congkhanh.Nguyen@TechCorp.com,10/28/17,Software Engineer,78751,IT,Jacob Lauber,10/28/17,,West Coast,705 James Way,San Francisco,CA,Bachelors Degree
E85640,Tara Madison,Tara.Madison@TechCorp.com,2/3/01,Software Engineer,126529,IT,Jacob Lauber,2/3/01,,West Coast,705 James Way,San Francisco,CA,Bachelors Degree
E90439,Janice McQueen,Janice.McQueen@TechCorp.com,7/23/00,Software Engineer,92788,IT,Jacob Lauber,7/23/00,,Midwest,1300 Nicollet Mall,Minnapolis,MN,Bachelors Degree
E90990,Tammy Tieman,Tammy.Tieman@TechCorp.com,11/16/14,Software Engineer,118125,IT,Jacob Lauber,11/16/14,,Midwest,1300 Nicollet Mall,Minnapolis,MN,Masters Degree
E94552,Geraldine Staler,Geraldine.Staler@TechCorp.com,10/31/13,Software Engineer,153362,IT,Jacob Lauber,10/31/13,,South,422 Broadway,Nashville,TN,Masters Degree
E96966,Lu Huang,Lu.Huang@TechCorp.com,12/19/14,Software Engineer,134250,IT,Jacob Lauber,12/19/14,,South,422 Broadway,Nashville,TN,Bachelors Degree
E97018,Jamie Foskett,Jamie.Foskett@TechCorp.com,9/8/00,Software Engineer,151379,IT,Jacob Lauber,9/8/00,,HQ,1 Tech ABC Corp Way,Dallas,TX,Bachelors Degree
E10033,Jermaine Massey,Jermaine.Massey@TechCorp.com,3/7/16,Software Engineer,111681,Product Development,Conner Kinch,3/7/16,,HQ,1 Tech ABC Corp Way,Dallas,TX,Bachelors Degree
E12890,Robert Brown,Robert.Brown@TechCorp.com,6/6/10,Software Engineer,136384,Product Development,Conner Kinch,6/6/10,,HQ,1 Tech ABC Corp Way,Dallas,TX,Masters Degree
E18659,Arnold Hanson,Arnold.Hanson@TechCorp.com,1/27/08,Software Engineer,124699,Product Development,Conner Kinch,1/27/08,,HQ,1 Tech ABC Corp Way,Dallas,TX,Masters Degree
E21348,Nital Thaker,Nital.Thaker@TechCorp.com,9/28/16,Software Engineer,148313,Product Development,Conner Kinch,9/28/16,,HQ,1 Tech ABC Corp Way,Dallas,TX,Bachelors Degree
E25144,Chandi Bhandari,Chandi.Bhandari@TechCorp.com,10/25/07,Software Engineer,148005,Product Development,Conner Kinch,10/25/07,,East Coast,165 Broadway,New York City,NY,Bachelors Degree
E26322,Raisa Paulson,Raisa.Paulson@TechCorp.com,10/20/10,Software Engineer,136509,Product Development,Conner Kinch,10/20/10,,West Coast,705 James Way,San Francisco,CA,Bachelors Degree
E29652,Jennifer Westin,Jennifer.Westin@TechCorp.com,6/14/07,Software Engineer,115791,Product Development,Conner Kinch,6/14/07,,Midwest,1300 Nicollet Mall,Minnapolis,MN,Masters Degree
E38959,Ludovic Bocken,Ludovic.Bocken@TechCorp.com,9/16/06,Software Engineer,83327,Product Development,Conner Kinch,9/16/06,,East Coast,165 Broadway,New York City,NY,Masters Degree
E62100,Victoria Pruitt,Victoria.Pruitt@TechCorp.com,2/15/00,Software Engineer,122810,Product Development,Conner Kinch,2/15/00,,Midwest,1300 Nicollet Mall,Minnapolis,MN,Bachelors Degree
E63937,Rachael Anderson,Rachael.Anderson@TechCorp.com,7/15/14,Software Engineer,84143,Product Development,Conner Kinch,7/15/14,,Midwest,1300 Nicollet Mall,Minnapolis,MN,Bachelors Degree
E87822,Anil Padala,Anil.Padala@TechCorp.com,4/2/14,Software Engineer,90884,Product Development,Conner Kinch,4/2/14,,East Coast,165 Broadway,New York City,NY,Bachelors Degree
E13160,Eric  Baxter,Eric .Baxter@TechCorp.com,10/6/08,Network Engineer,76345,Product Development,Conner Kinch,7/6/04,10/5/08,HQ,1 Tech ABC Corp Way,Dallas,TX,Associates Degree
E16678,Abby Lockhart,Abby.Lockhart@TechCorp.com,11/25/05,Network Engineer,65778,IT,Jacob Lauber,2/16/99,11/24/05,HQ,1 Tech ABC Corp Way,Dallas,TX,Bachelors Degree
E27498,Toni Lembeck,Toni.Lembeck@TechCorp.com,7/18/01,Network Engineer,72341,IT,Jacob Lauber,3/12/95,7/17/01,South,422 Broadway,Nashville,TN,Bachelors Degree
E15292,Melinda Fisher,Melinda.Fisher@TechCorp.com,2/6/11,Shipping and Receiving,32933,Distribution,Allison Gentle,2/22/07,2/5/11,HQ,1 Tech ABC Corp Way,Dallas,TX,Bachelors Degree
E20848,Edward Eslser,Edward.Eslser@TechCorp.com,7/26/06,Shipping and Receiving,41407,Distribution,Allison Gentle,4/16/02,7/25/06,HQ,1 Tech ABC Corp Way,Dallas,TX,Bachelors Degree
E23295,Lori Scatchard,Lori.Scatchard@TechCorp.com,5/8/04,Sales Rep,57887,Sales,Jennifer De La Garza,4/8/03,5/7/04,Midwest,1300 Nicollet Mall,Minnapolis,MN,Masters Degree
